Year,Month,Category,Title,Author,Publisher,Price,Publish_Date,Sales_Index,Rating,Pages,Gender,Age,month,Publish_Month,Page_cat,Price_cat
2024,5,인문,[예스리커버] 느리게 나이 드는 습관,정희원 저,한빛라이프,16200,2023년 12월,150597,9.7,320,1,50,6,12,300-350,15000-17500
2024,5,인문,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,아르투어 쇼펜하우어 저/김욱 역,포레스트북스,15750,2023년 06월,307227,9.3,264,1,50,6,6,250-300,15000-17500
2024,5,인문,총 균 쇠,재레드 다이아몬드 저/강주헌 역,김영사,26820,2023년 05월,169602,9.8,784,1,50,6,5,400+,25000+
2024,5,인문,삶이 흔들릴 때 뇌과학을 읽습니다,이케가야 유지 글/김성기 역,힉스,16200,2024년 03월,98520,9.1,260,1,50,6,3,250-300,15000-17500
2024,5,인문,남에게 보여주려고 인생을 낭비하지 마라,아르투어 쇼펜하우어 저/박제헌 역,페이지2,15750,2023년 10월,299103,9,352,1,50,6,10,350-400,15000-17500
2024,5,인문,생각이 너무 많은 어른들을 위한 심리학 (20만부 기념 리커버 에디션),김혜남 저,메이븐,16020,2023년 09월,235611,9.6,320,1,50,6,9,300-350,15000-17500
2024,5,인문,물질의 세계,에드 콘웨이 저/이종인 역,인플루엔셜,26820,2024년 03월,72519,9.7,584,1,50,6,3,400+,25000+
2024,5,인문,오십에 읽는 논어,최종엽 저,유노북스,14400,2021년 11월,36792,9.2,300,1,50,6,11,250-300,10000-15000
2024,5,인문,감수성 수업,정여울 저,김영사,15300,2024년 06월,3195,10,308,1,50,6,6,300-350,15000-17500
2024,5,인문,니체의 인생 수업,프리드리히 니체 저/강현규 편역/김현희 역,메이트북스,13500,2024년 07월,3645,10,360,1,50,6,7,350-400,10000-15000
2024,5,인문,세상의 모든 이야기는 신화에서 시작되었다,오키타 미즈호 저/이정미 역,포레스트북스,16020,2024년 06월,10128,10,260,1,50,6,6,250-300,15000-17500
2024,5,인문,친애하는 슐츠 씨,박상현 저,어크로스,17820,2024년 06월,17181,9.7,384,1,50,6,6,350-400,17500-20000
2024,5,인문,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.5,276,1,50,6,4,250-300,15000-17500
2024,5,인문,평범하여 찬란한 삶을 향한 찬사,마리나 반 주일렌 저/박효은 역,피카(FIKA),16920,2024년 05월,52194,9.8,360,1,50,6,5,350-400,15000-17500
2024,5,인문,질병 해방,피터 아티아. 빌 기퍼트 저/이한음 역,부키,25200,2024년 04월,46206,9.9,752,1,50,6,4,400+,25000+
2024,5,인문,왜 당신은 다른 사람을 위해 살고 있는가,고윤 저,딥앤와이드,12600,2024년 03월,25896,9.8,208,1,50,6,3,200-250,10000-15000
2024,5,인문,하루 한 장 나의 어휘력을 위한 필사 노트,유선경 저,위즈덤하우스,21420,2024년 03월,468204,9.6,372,1,60,6,3,350-400,20000-25000
2024,5,인문,질병 해방,피터 아티아. 빌 기퍼트 저/이한음 역,부키,25200,2024년 04월,46206,9.9,752,1,60,6,4,400+,25000+
2024,5,인문,내 언어의 한계는 내 세계의 한계이다,김종원 저,마인드셋(Mindset),16920,2024년 05월,58440,9.1,268,1,60,6,5,250-300,15000-17500
2024,5,인문,초역 부처의 말,코이케 류노스케 저/박재현 역,포레스트북스,16020,2024년 05월,154395,9.7,256,1,60,6,5,250-300,15000-17500
2024,5,인문,마흔에 읽는 쇼펜하우어 (200쇄 기념 확장판),강용수 저,유노북스,15300,2023년 09월,938796,8.6,232,1,60,6,9,200-250,15000-17500
2024,5,인문,감수성 수업,정여울 저,김영사,15300,2024년 06월,3195,10,308,1,60,6,6,300-350,15000-17500
2024,5,인문,니체의 인생 수업,프리드리히 니체 저/강현규 편역/김현희 역,메이트북스,13500,2024년 07월,3645,10,360,1,60,6,7,350-400,10000-15000
2024,5,인문,포커스 리딩,박성후 저,지니의서재,16920,2024년 06월,17592,9.7,352,1,60,6,6,350-400,15000-17500
2024,5,인문,오십. 나는 재미있게 살기로 했다,이서원 저,나무사이,15300,2024년 05월,85515,9.9,272,1,60,6,5,250-300,15000-17500
2024,5,인문,삶이 흔들릴 때 뇌과학을 읽습니다,이케가야 유지 글/김성기 역,힉스,16200,2024년 03월,98520,9.1,260,1,60,6,3,250-300,15000-17500
2024,5,인문,조용헌의 내공,조용헌 저,생각정원,18900,2024년 02월,31149,9.3,420,1,60,6,2,400+,17500-20000
2024,5,인문,현자들의 죽음,고미숙 저,EBS BOOKS,17100,2023년 12월,9522,9.6,360,1,60,6,12,350-400,15000-17500
2024,5,인문,인간이 그리는 무늬,최진석 저,소나무,16200,2023년 12월,6936,9.8,296,1,60,6,12,250-300,15000-17500
2024,5,인문,총 균 쇠,재레드 다이아몬드 저/강주헌 역,김영사,26820,2023년 05월,169602,9.6,784,1,60,6,5,400+,25000+
2024,5,인문,상처 받지 않는 영혼,마이클 싱어 저/이균형 역,라이팅하우스,13500,2014년 05월,40245,10,304,1,60,6,5,300-350,10000-15000
2024,5,인문,한국 문명의 최전선,김시덕 저,열린책들,24300,2024년 07월,540,10,624,1,60,6,7,400+,20000-25000
2024,5,인문,온전히 평등하고 지극히 차별적인,김원영 저,문학동네,17100,2024년 07월,1980,10,360,1,60,6,7,350-400,15000-17500
2024,5,인문,죽음. 이토록 눈부시고 황홀한,레이먼드 무디 저/배효진 역,서스테인,16910,2024년 06월,1590,10,240,1,60,6,6,200-250,15000-17500
2024,5,인문,지적 대화를 위한 넓고 얕은 지식 2,채사장 저,웨일북,14400,2020년 02월,78582,9.5,334,0,10,6,2,300-350,10000-15000
2024,5,인문,지적 대화를 위한 넓고 얕은 지식 1,채사장 저,웨일북,14400,2020년 02월,134634,9.4,388,0,10,6,2,350-400,10000-15000
2024,5,인문,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.5,276,0,10,6,4,250-300,15000-17500
2024,5,인문,마흔에 읽는 쇼펜하우어 (200쇄 기념 확장판),강용수 저,유노북스,15300,2023년 09월,938796,8.6,232,0,10,6,9,200-250,15000-17500
2024,5,인문,총 균 쇠,재레드 다이아몬드 저/강주헌 역,김영사,26820,2023년 05월,169602,9.8,784,0,10,6,5,400+,25000+
2024,5,인문,지적 대화를 위한 넓고 얕은 지식 제로,채사장 저,웨일북,17820,2019년 12월,66312,9.3,556,0,10,6,12,400+,17500-20000
2024,5,인문,바른 마음,조너선 하이트 저/왕수민 역,웅진지식하우스,26100,2014년 04월,5202,9.4,692,0,10,6,4,400+,25000+
2024,5,인문,이것은 어느 늑대 이야기다,닉 잰스 저/황성원 역,클,23400,2024년 06월,180,10,376,0,10,6,6,350-400,20000-25000
2024,5,인문,니체의 인생 수업,프리드리히 니체 저/강현규 편역/김현희 역,메이트북스,13500,2024년 07월,3645,10,360,0,10,6,7,350-400,10000-15000
2024,5,인문,경외심,대커 켈트너 저/이한나 역,위즈덤하우스,20700,2024년 06월,3258,10,448,0,10,6,6,400+,20000-25000
2024,5,인문,익숙한 건축의 이유,전보림 저,블랙피쉬,16650,2024년 06월,2628,9.7,384,0,10,6,6,350-400,15000-17500
2024,5,인문,백남오의 수필 쓰기와 비평,백남오 저,수필과비평사,19000,2024년 05월,174,10,448,0,10,6,5,400+,17500-20000
2024,5,인문,포커스 리딩,박성후 저,지니의서재,16920,2024년 06월,17592,9.7,352,0,10,6,6,350-400,15000-17500
2024,5,인문,초역 부처의 말,코이케 류노스케 저/박재현 역,포레스트북스,16020,2024년 05월,154395,9.7,256,0,10,6,5,250-300,15000-17500
2024,5,인문,바르게 살지 마라 무섭도록 현명하게 살아라,그라시안 이 모랄레스 발타사르 저/김종희 역,빅피시,15120,2024년 05월,9582,10,336,0,10,6,5,300-350,15000-17500
2024,5,인문,법구경 마음공부,정운 저,유노책주,17100,2024년 04월,33846,9.7,356,0,10,6,4,350-400,15000-17500
2024,5,인문,감정의 이해,엠마 헵번 저/김나연 역,포레스트북스,15120,2024년 04월,79497,9.3,240,0,10,6,4,200-250,15000-17500
2024,5,인문,니체 인생수업 : 니체가 세상에 남긴 66가지 인생지혜,프리드리히 니체 저 / 김지민 역,하이스트,15750,2024년 02월,63591,10,212,0,10,6,2,200-250,15000-17500
2024,5,인문,하루 한 장 나의 어휘력을 위한 필사 노트,유선경 저,위즈덤하우스,21420,2024년 03월,468204,9.6,372,0,10,6,3,350-400,20000-25000
2024,5,인문,오타쿠의 욕망을 읽다,마이너 리뷰 갤러리 저,메디치미디어,17820,2024년 03월,12045,9.8,316,0,10,6,3,300-350,17500-20000
2024,5,인문,쇼펜하우어 인생수업 : 한 번뿐인 삶 이렇게 살아라,쇼펜하우어 저 / 김지민 편,하이스트,15750,2024년 02월,103665,9.4,212,0,10,6,2,200-250,15000-17500
2024,5,인문,인생의 태도,웨인 다이어 저/이한이 역,더퀘스트,15930,2024년 01월,10941,9.6,268,0,10,6,1,250-300,15000-17500
2024,5,인문,초역 괴테의 말,요한 볼프강 폰 괴테 저/가나모리 시게나리. 나가오 다케시 편/박재현 역,삼호미디어,14220,2023년 12월,1464,10,292,0,10,6,12,250-300,10000-15000
2024,5,인문,하루 한 장 나의 어휘력을 위한 필사 노트,유선경 저,위즈덤하우스,21420,2024년 03월,468204,9.6,372,0,20,6,3,350-400,20000-25000
2024,5,인문,총 균 쇠,재레드 다이아몬드 저/강주헌 역,김영사,26820,2023년 05월,169602,9.8,784,0,20,6,5,400+,25000+
2024,5,인문,지적 대화를 위한 넓고 얕은 지식 1,채사장 저,웨일북,14400,2020년 02월,134634,9.4,388,0,20,6,2,350-400,10000-15000
2024,5,인문,사피엔스,유발 하라리 저/조현욱 역/이태수 감수,김영사,24120,2015년 11월,128799,9.5,636,0,20,6,11,400+,20000-25000
2024,5,인문,초역 부처의 말,코이케 류노스케 저/박재현 역,포레스트북스,16020,2024년 05월,154395,9.7,256,0,20,6,5,250-300,15000-17500
2024,5,인문,쇼펜하우어 인생수업 : 한 번뿐인 삶 이렇게 살아라,쇼펜하우어 저 / 김지민 편,하이스트,15750,2024년 02월,103665,9.4,212,0,20,6,2,200-250,15000-17500
2024,5,인문,지적 대화를 위한 넓고 얕은 지식 2,채사장 저,웨일북,14400,2020년 02월,78582,9.5,334,0,20,6,2,300-350,10000-15000
2024,5,인문,마흔에 읽는 쇼펜하우어 (200쇄 기념 확장판),강용수 저,유노북스,15300,2023년 09월,938796,8.6,232,0,20,6,9,200-250,15000-17500
2024,5,인문,도둑맞은 집중력 (아이스 에디션),요한 하리 저/김하현 역,어크로스,16920,2024년 06월,551061,8.8,464,0,20,6,6,400+,15000-17500
2024,5,인문,지적 대화를 위한 넓고 얕은 지식 제로,채사장 저,웨일북,17820,2019년 12월,66312,9.3,556,0,20,6,12,400+,17500-20000
2024,5,인문,니체 인생수업 : 니체가 세상에 남긴 66가지 인생지혜,프리드리히 니체 저 / 김지민 역,하이스트,15750,2024년 02월,63591,10,212,0,20,6,2,200-250,15000-17500
2024,5,인문,왜 당신은 다른 사람을 위해 살고 있는가,고윤 저,딥앤와이드,12600,2024년 03월,25896,9.8,208,0,20,6,3,200-250,10000-15000
2024,5,인문,남에게 보여주려고 인생을 낭비하지 마라,아르투어 쇼펜하우어 저/박제헌 역,페이지2,15750,2023년 10월,299103,9,352,0,20,6,10,350-400,15000-17500
2024,5,인문,미움받을 용기 2 (200만 부 기념 스페셜 에디션),기시미 이치로. 고가 후미타케 저/전경아 역/김정운 감수,인플루엔셜,14310,2022년 12월,30597,9.6,316,0,20,6,12,300-350,10000-15000
2024,5,인문,논증의 기술,앤서니 웨스턴 저/이주명 역,필맥,9000,2019년 08월,1116,9.6,272,0,20,6,8,250-300,0-10000
2024,5,인문,논어,공자 저/소준섭 역,현대지성,10800,2018년 10월,16482,9.4,416,0,20,6,10,400+,10000-15000
2024,5,인문,정의란 무엇인가,마이클 샌델 저/김명철 역/김선욱 감수,와이즈베리,13500,2014년 11월,78186,9.5,444,0,20,6,11,400+,10000-15000
2024,5,인문,사형당했지만 이 편지는 주고 싶습니다,루키우스 안나이우스 세네카 저/박정민 역,필로틱,15120,2024년 07월,7452,10,224,0,20,6,7,200-250,15000-17500
2024,5,인문,랄프 왈도 에머슨 성공의 법칙,랄프 왈도 에머슨 저/노윤기 역,피카(FIKA),16020,2024년 06월,4032,9.9,268,0,20,6,6,250-300,15000-17500
2024,5,인문,석가모니 인생수업 : 석가모니가 세상에 남긴 삶의 지혜,석가모니 저 / 김지민 편,하이스트,15750,2024년 05월,20475,10,212,0,20,6,5,200-250,15000-17500
2024,5,인문,행복의 기원,서은국 저,21세기북스,19800,2024년 05월,26985,9.9,236,0,20,6,5,200-250,17500-20000
2024,5,인문,읽지 못하는 사람들,매슈 루버리 저/장혜인 역,더퀘스트,19800,2024년 05월,11172,9.8,408,0,20,6,5,400+,17500-20000
2024,5,인문,오십. 나는 재미있게 살기로 했다,이서원 저,나무사이,15300,2024년 05월,85515,9.9,272,0,20,6,5,250-300,15000-17500
2024,5,인문,감정의 이해,엠마 헵번 저/김나연 역,포레스트북스,15120,2024년 04월,79497,9.3,240,0,20,6,4,200-250,15000-17500
2024,5,인문,초역 부처의 말,코이케 류노스케 저/박재현 역,포레스트북스,16020,2024년 05월,154395,9.7,256,0,30,6,5,250-300,15000-17500
2024,5,인문,하루 한 장 나의 어휘력을 위한 필사 노트,유선경 저,위즈덤하우스,21420,2024년 03월,468204,9.6,372,0,30,6,3,350-400,20000-25000
2024,5,인문,마흔에 읽는 쇼펜하우어 (200쇄 기념 확장판),강용수 저,유노북스,15300,2023년 09월,938796,8.6,232,0,30,6,9,200-250,15000-17500
2024,5,인문,니체 인생수업 : 니체가 세상에 남긴 66가지 인생지혜,프리드리히 니체 저 / 김지민 역,하이스트,15750,2024년 02월,63591,10,212,0,30,6,2,200-250,15000-17500
2024,5,인문,물질의 세계,에드 콘웨이 저/이종인 역,인플루엔셜,26820,2024년 03월,72519,9.7,584,0,30,6,3,400+,25000+
2024,5,인문,사형당했지만 이 편지는 주고 싶습니다,루키우스 안나이우스 세네카 저/박정민 역,필로틱,15120,2024년 07월,7452,10,224,0,30,6,7,200-250,15000-17500
2024,5,인문,쇼펜하우어 인생수업 : 한 번뿐인 삶 이렇게 살아라,쇼펜하우어 저 / 김지민 편,하이스트,15750,2024년 02월,103665,9.4,212,0,30,6,2,200-250,15000-17500
2024,5,인문,감정의 이해,엠마 헵번 저/김나연 역,포레스트북스,15120,2024년 04월,79497,9.3,240,0,30,6,4,200-250,15000-17500
2024,5,인문,카피책,정철 저,블랙피쉬,15750,2023년 04월,13002,10,352,0,30,6,4,350-400,15000-17500
2024,5,인문,사피엔스,유발 하라리 저/조현욱 역/이태수 감수,김영사,24120,2015년 11월,128799,9.5,636,0,30,6,11,400+,20000-25000
2024,5,인문,[예스리커버] 느리게 나이 드는 습관,정희원 저,한빛라이프,16200,2023년 12월,150597,9.7,320,0,30,6,12,300-350,15000-17500
2024,5,인문,생각이 너무 많은 어른들을 위한 심리학 (20만부 기념 리커버 에디션),김혜남 저,메이븐,16020,2023년 09월,235611,9.6,320,0,30,6,9,300-350,15000-17500
2024,5,인문,지적 대화를 위한 넓고 얕은 지식 1,채사장 저,웨일북,14400,2020년 02월,134634,9.4,388,0,30,6,2,350-400,10000-15000
2024,5,인문,오십. 나는 재미있게 살기로 했다,이서원 저,나무사이,15300,2024년 05월,85515,9.9,272,0,30,6,5,250-300,15000-17500
2024,5,인문,삶이 흔들릴 때 뇌과학을 읽습니다,이케가야 유지 글/김성기 역,힉스,16200,2024년 03월,98520,9.1,260,0,30,6,3,250-300,15000-17500
2024,5,인문,남에게 보여주려고 인생을 낭비하지 마라,아르투어 쇼펜하우어 저/박제헌 역,페이지2,15750,2023년 10월,299103,9,352,0,30,6,10,350-400,15000-17500
2024,5,인문,아비투스,도리스 메르틴 저/배명자 역,다산초당,19800,2023년 03월,77901,8.6,372,0,30,6,3,350-400,17500-20000
2024,5,인문,내면소통,김주환 저,인플루엔셜,29700,2023년 02월,166785,9.6,763,0,30,6,2,400+,25000+
2024,5,인문,만일 내가 인생을 다시 산다면 (35만 부 기념 스페셜 에디션),김혜남 저,메이븐,15480,2022년 11월,103167,9.6,280,0,30,6,11,250-300,15000-17500
2024,5,인문,도파민네이션 (리미티드 에디션),애나 렘키 저/김두완 역,흐름출판,16200,2022년 03월,98745,8.9,316,0,30,6,3,300-350,15000-17500
2024,5,인문,마음의 법칙,폴커 키츠. 마누엘 투쉬 저/김희상 역,포레스트북스,14400,2022년 02월,23415,9.2,301,0,30,6,2,300-350,10000-15000
2024,5,인문,사랑의 기술,에리히 프롬 저/황문수 역,문예출판사,14400,2019년 09월,46521,9.4,232,0,30,6,9,200-250,10000-15000
2024,5,인문,호모 데우스,유발 하라리 저/김명주 역,김영사,24120,2017년 05월,20892,9.6,630,0,30,6,5,400+,20000-25000
2024,5,인문,결코 나의 운명을 원망하지 않으리라,아르투어 쇼펜하우어 저,떠오름,15120,2024년 06월,4029,10,208,0,30,6,6,200-250,15000-17500
2024,5,인문,석가모니 인생수업 : 석가모니가 세상에 남긴 삶의 지혜,석가모니 저 / 김지민 편,하이스트,15750,2024년 05월,20475,10,212,0,30,6,5,200-250,15000-17500
2024,5,인문,왜 너는 편하게 살고자 하는가,프리드리히 니체 저,떠오름,16020,2024년 04월,23817,9.8,232,0,30,6,4,200-250,15000-17500
2024,5,인문,사람을 안다는 것,데이비드 브룩스 저/이경식 역,웅진지식하우스,18000,2024년 04월,50472,9.4,396,0,30,6,4,350-400,17500-20000
2024,5,인문,초역 부처의 말,코이케 류노스케 저/박재현 역,포레스트북스,16020,2024년 05월,154395,9.7,256,0,40,6,5,250-300,15000-17500
2024,5,인문,하루 한 장 나의 어휘력을 위한 필사 노트,유선경 저,위즈덤하우스,21420,2024년 03월,468204,9.6,372,0,40,6,3,350-400,20000-25000
2024,5,인문,마흔에 읽는 쇼펜하우어 (200쇄 기념 확장판),강용수 저,유노북스,15300,2023년 09월,938796,8.6,232,0,40,6,9,200-250,15000-17500
2024,5,인문,도둑맞은 집중력 (아이스 에디션),요한 하리 저/김하현 역,어크로스,16920,2024년 06월,551061,8.8,464,0,40,6,6,400+,15000-17500
2024,5,인문,석가모니 인생수업 : 석가모니가 세상에 남긴 삶의 지혜,석가모니 저 / 김지민 편,하이스트,15750,2024년 05월,20475,10,212,0,40,6,5,200-250,15000-17500
2024,5,인문,감정의 이해,엠마 헵번 저/김나연 역,포레스트북스,15120,2024년 04월,79497,9.3,240,0,40,6,4,200-250,15000-17500
2024,5,인문,질병 해방,피터 아티아. 빌 기퍼트 저/이한음 역,부키,25200,2024년 04월,46206,9.9,752,0,40,6,4,400+,25000+
2024,5,인문,니체 인생수업 : 니체가 세상에 남긴 66가지 인생지혜,프리드리히 니체 저 / 김지민 역,하이스트,15750,2024년 02월,63591,10,212,0,40,6,2,200-250,15000-17500
2024,5,인문,오십. 나는 재미있게 살기로 했다,이서원 저,나무사이,15300,2024년 05월,85515,9.9,272,0,40,6,5,250-300,15000-17500
2024,5,인문,물질의 세계,에드 콘웨이 저/이종인 역,인플루엔셜,26820,2024년 03월,72519,9.7,584,0,40,6,3,400+,25000+
2024,5,인문,쇼펜하우어 인생수업 : 한 번뿐인 삶 이렇게 살아라,쇼펜하우어 저 / 김지민 편,하이스트,15750,2024년 02월,103665,9.4,212,0,40,6,2,200-250,15000-17500
2024,5,인문,사피엔스,유발 하라리 저/조현욱 역/이태수 감수,김영사,24120,2015년 11월,128799,9.5,636,0,40,6,11,400+,20000-25000
2024,5,인문,내 언어의 한계는 내 세계의 한계이다,김종원 저,마인드셋(Mindset),16920,2024년 05월,58440,9.1,268,0,40,6,5,250-300,15000-17500
2024,5,인문,행복의 기원,서은국 저,21세기북스,19800,2024년 05월,26985,9.9,236,0,40,6,5,200-250,17500-20000
2024,5,인문,법구경 마음공부,정운 저,유노책주,17100,2024년 04월,33846,9.7,356,0,40,6,4,350-400,15000-17500
2024,5,인문,남에게 보여주려고 인생을 낭비하지 마라,아르투어 쇼펜하우어 저/박제헌 역,페이지2,15750,2023년 10월,299103,9,352,0,40,6,10,350-400,15000-17500
2024,5,인문,세상은 이야기로 만들어졌다,자미라 엘 우아실. 프리데만 카릭 저/김현정 역,원더박스,24300,2023년 10월,58656,8.6,568,0,40,6,10,400+,20000-25000
2024,5,인문,평범하여 찬란한 삶을 향한 찬사,마리나 반 주일렌 저/박효은 역,피카(FIKA),16920,2024년 05월,52194,9.8,360,0,40,6,5,350-400,15000-17500
2024,5,인문,[예스리커버] 오십에 읽는 주역,강기진 저,유노북스,15300,2023년 10월,128148,9.2,272,0,40,6,10,250-300,15000-17500
2024,5,인문,생각이 너무 많은 어른들을 위한 심리학 (20만부 기념 리커버 에디션),김혜남 저,메이븐,16020,2023년 09월,235611,9.6,320,0,40,6,9,300-350,15000-17500
2024,5,인문,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,304,0,40,6,6,300-350,15000-17500
2024,5,인문,총 균 쇠,재레드 다이아몬드 저/강주헌 역,김영사,26820,2023년 05월,169602,9.8,784,0,40,6,5,400+,25000+
2024,5,인문,내면소통,김주환 저,인플루엔셜,29700,2023년 02월,166785,9.6,763,0,40,6,2,400+,25000+
2024,5,인문,사랑의 기술,에리히 프롬 저/황문수 역,문예출판사,14400,2019년 09월,46521,9.4,232,0,40,6,9,200-250,10000-15000
2024,5,인문,완벽에 관하여,마크 엘리슨 저/정윤미 역,북스톤,18000,2024년 04월,13881,9.8,368,0,40,6,4,350-400,17500-20000
2024,5,인문,생각 중독,닉 트렌턴 저/박지선 역,갤리온,16200,2024년 02월,47103,9.6,248,0,40,6,2,200-250,15000-17500
2024,5,인문,지적 대화를 위한 넓고 얕은 지식 2,채사장 저,웨일북,14400,2020년 02월,78582,9.5,334,0,40,6,2,300-350,10000-15000
2024,5,인문,하루 한 장 나의 어휘력을 위한 필사 노트,유선경 저,위즈덤하우스,21420,2024년 03월,468204,9.6,372,0,50,6,3,350-400,20000-25000
2024,5,인문,초역 부처의 말,코이케 류노스케 저/박재현 역,포레스트북스,16020,2024년 05월,154395,9.7,256,0,50,6,5,250-300,15000-17500
2024,5,인문,마흔에 읽는 쇼펜하우어 (200쇄 기념 확장판),강용수 저,유노북스,15300,2023년 09월,938796,8.6,232,0,50,6,9,200-250,15000-17500
2024,5,인문,물질의 세계,에드 콘웨이 저/이종인 역,인플루엔셜,26820,2024년 03월,72519,9.7,584,0,50,6,3,400+,25000+
2024,5,인문,오십. 나는 재미있게 살기로 했다,이서원 저,나무사이,15300,2024년 05월,85515,9.9,272,0,50,6,5,250-300,15000-17500
2024,5,인문,쇼펜하우어 인생수업 : 한 번뿐인 삶 이렇게 살아라,쇼펜하우어 저 / 김지민 편,하이스트,15750,2024년 02월,103665,9.4,212,0,50,6,2,200-250,15000-17500
2024,5,인문,랄프 왈도 에머슨 성공의 법칙,랄프 왈도 에머슨 저/노윤기 역,피카(FIKA),16020,2024년 06월,4032,9.9,268,0,50,6,6,250-300,15000-17500
2024,5,인문,내 언어의 한계는 내 세계의 한계이다,김종원 저,마인드셋(Mindset),16920,2024년 05월,58440,9.1,268,0,50,6,5,250-300,15000-17500
2024,5,인문,유전자 지배 사회,최정균 저,동아시아,15750,2024년 04월,43464,9.5,276,0,50,6,4,250-300,15000-17500
2024,5,인문,[예스리커버] 느리게 나이 드는 습관,정희원 저,한빛라이프,16200,2023년 12월,150597,9.7,320,0,50,6,12,300-350,15000-17500
2024,5,인문,만일 나에게 단 한 번의 아침이 남아 있다면,존 릴런드 저/최인하 역,북모먼트,17820,2024년 06월,5244,10,328,0,50,6,6,300-350,17500-20000
2024,5,인문,평범하여 찬란한 삶을 향한 찬사,마리나 반 주일렌 저/박효은 역,피카(FIKA),16920,2024년 05월,52194,9.8,360,0,50,6,5,350-400,15000-17500
2024,5,인문,니체 인생수업 : 니체가 세상에 남긴 66가지 인생지혜,프리드리히 니체 저 / 김지민 역,하이스트,15750,2024년 02월,63591,10,212,0,50,6,2,200-250,15000-17500
2024,5,인문,사주는 없다,이재인 저,바다출판사,15750,2024년 06월,6486,7.4,248,0,50,6,6,200-250,15000-17500
2024,5,인문,법구경 마음공부,정운 저,유노책주,17100,2024년 04월,33846,9.7,356,0,50,6,4,350-400,15000-17500
2024,5,인문,사람을 안다는 것,데이비드 브룩스 저/이경식 역,웅진지식하우스,18000,2024년 04월,50472,9.4,396,0,50,6,4,350-400,17500-20000
2024,5,인문,[예스리커버] 오십에 읽는 주역,강기진 저,유노북스,15300,2023년 10월,128148,9.2,272,0,50,6,10,250-300,15000-17500
2024,5,인문,집단 착각,토드 로즈 저/노정태 역,21세기북스,21600,2023년 05월,23160,9.3,420,0,50,6,5,400+,20000-25000
2024,5,인문,총 균 쇠,재레드 다이아몬드 저/강주헌 역,김영사,26820,2023년 05월,169602,9.8,784,0,50,6,5,400+,25000+
2024,5,인문,내가 틀릴 수도 있습니다 (토마스 산체스 에디션),비욘 나티코 린데블라드 저/토마스 산체스 그림/박미경 역,다산초당,18000,2024년 01월,74574,9.3,320,0,50,6,1,300-350,17500-20000
2024,5,인문,유럽 도시 기행 1,유시민 저,생각의길,14850,2019년 07월,15636,8.8,324,0,50,6,7,300-350,10000-15000
2024,5,인문,자유론 새번역,존 스튜어트 밀 저/정미화 역,이소노미아,15300,2024년 07월,1206,9.8,304,0,50,6,7,300-350,15000-17500
2024,5,인문,여행자의 어원 사전,덩컨 매든. 레비슨 우드 저/고정아 역,윌북(willbook),16920,2024년 06월,6801,9.7,296,0,50,6,6,250-300,15000-17500
2024,5,인문,친애하는 슐츠 씨,박상현 저,어크로스,17820,2024년 06월,17181,9.9,384,0,50,6,6,350-400,17500-20000
2024,5,인문,우리 마음엔 무적의 여름이 숨어 있다,바스 카스트 저/유영미 역,갈매나무,17100,2024년 06월,1782,9.8,296,0,50,6,6,250-300,15000-17500
2024,5,인문,하루 한 장 나의 어휘력을 위한 필사 노트,유선경 저,위즈덤하우스,21420,2024년 03월,468204,9.6,372,0,60,6,3,350-400,20000-25000
2024,5,인문,행복의 기원,서은국 저,21세기북스,19800,2024년 05월,26985,9.9,236,0,60,6,5,200-250,17500-20000
2024,5,인문,초역 부처의 말,코이케 류노스케 저/박재현 역,포레스트북스,16020,2024년 05월,154395,9.7,256,0,60,6,5,250-300,15000-17500
2024,5,인문,김형석. 백 년의 지혜,김형석 저,21세기북스,19800,2024년 05월,32487,8.6,284,0,60,6,5,250-300,17500-20000
2024,5,인문,질병 해방,피터 아티아. 빌 기퍼트 저/이한음 역,부키,25200,2024년 04월,46206,9.9,752,0,60,6,4,400+,25000+
2024,5,인문,세스 매트리얼,제인 로버츠 저/매건 김 역,터닝페이지,22500,2024년 04월,23907,9.8,416,0,60,6,4,400+,20000-25000
2024,5,인문,마흔에 읽는 쇼펜하우어 (200쇄 기념 확장판),강용수 저,유노북스,15300,2023년 09월,938796,8.6,232,0,60,6,9,200-250,15000-17500
2024,5,인문,문과 남자의 과학 공부,유시민 저,돌베개,15750,2023년 06월,330090,9.2,304,0,60,6,6,300-350,15000-17500
2024,5,인문,코나투스,유영만 저,행성B,18000,2024년 05월,8862,9.7,360,0,60,6,5,350-400,17500-20000
2024,5,인문,도올 주역 계사전,김용옥 저,통나무,25200,2024년 04월,11502,9.6,504,0,60,6,4,400+,25000+
2024,5,인문,니체 인생수업 : 니체가 세상에 남긴 66가지 인생지혜,프리드리히 니체 저 / 김지민 역,하이스트,15750,2024년 02월,63591,10,212,0,60,6,2,200-250,15000-17500
2024,5,인문,예술. 도시를 만나다,전원경 저,시공아트,28800,2019년 10월,6771,9.9,556,0,60,6,10,400+,25000+
