행정구역,연도,월,성별,연령대,인구수
광주광역시,2024,4,여,60대 이상,188844
광주광역시,2024,5,전체,전체,1313371
광주광역시,2024,5,전체,10대,146233
광주광역시,2024,5,전체,20대,186335
광주광역시,2024,5,전체,30대,172936
광주광역시,2024,5,전체,40대,223192
광주광역시,2024,5,전체,50대,241558
광주광역시,2024,5,전체,60대 이상,343117
광주광역시,2024,5,남,전체,646063
광주광역시,2024,5,남,10대,75407
광주광역시,2024,5,남,20대,97287
광주광역시,2024,5,남,30대,89308
광주광역시,2024,5,남,40대,111119
광주광역시,2024,5,남,50대,119278
광주광역시,2024,5,남,60대 이상,153664
광주광역시,2024,5,여,전체,667308
광주광역시,2024,5,여,10대,70826
광주광역시,2024,5,여,20대,89048
광주광역시,2024,5,여,30대,83628
광주광역시,2024,5,여,40대,112073
광주광역시,2024,5,여,50대,122280
광주광역시,2024,5,여,60대 이상,189453
광주광역시,2024,6,전체,전체,1313301
광주광역시,2024,6,전체,10대,146142
광주광역시,2024,6,전체,20대,185779
광주광역시,2024,6,전체,30대,172995
광주광역시,2024,6,전체,40대,222532
광주광역시,2024,6,전체,50대,241760
광주광역시,2024,6,전체,60대 이상,344093
광주광역시,2024,6,남,전체,646022
광주광역시,2024,6,남,10대,75380
광주광역시,2024,6,남,20대,96920
광주광역시,2024,6,남,30대,89425
광주광역시,2024,6,남,40대,110770
광주광역시,2024,6,남,50대,119382
광주광역시,2024,6,남,60대 이상,154145
광주광역시,2024,6,여,전체,667279
광주광역시,2024,6,여,10대,70762
광주광역시,2024,6,여,20대,88859
광주광역시,2024,6,여,30대,83570
광주광역시,2024,6,여,40대,111762
광주광역시,2024,6,여,50대,122378
광주광역시,2024,6,여,60대 이상,189948
대전광역시,2024,1,전체,전체,1340227
대전광역시,2024,1,전체,10대,137405
대전광역시,2024,1,전체,20대,198118
대전광역시,2024,1,전체,30대,187312
대전광역시,2024,1,전체,40대,218148
대전광역시,2024,1,전체,50대,242316
대전광역시,2024,1,전체,60대 이상,356928
대전광역시,2024,1,남,전체,666236
대전광역시,2024,1,남,10대,70921
대전광역시,2024,1,남,20대,103594
대전광역시,2024,1,남,30대,98993
대전광역시,2024,1,남,40대,108737
대전광역시,2024,1,남,50대,120645
대전광역시,2024,1,남,60대 이상,163346
대전광역시,2024,1,여,전체,673991
대전광역시,2024,1,여,10대,66484
대전광역시,2024,1,여,20대,94524
대전광역시,2024,1,여,30대,88319
대전광역시,2024,1,여,40대,109411
대전광역시,2024,1,여,50대,121671
대전광역시,2024,1,여,60대 이상,193582
대전광역시,2024,2,전체,전체,1340733
대전광역시,2024,2,전체,10대,137489
대전광역시,2024,2,전체,20대,197767
대전광역시,2024,2,전체,30대,186833
대전광역시,2024,2,전체,40대,217847
대전광역시,2024,2,전체,50대,242693
대전광역시,2024,2,전체,60대 이상,358104
대전광역시,2024,2,남,전체,666443
대전광역시,2024,2,남,10대,70829
대전광역시,2024,2,남,20대,103445
대전광역시,2024,2,남,30대,98802
대전광역시,2024,2,남,40대,108688
대전광역시,2024,2,남,50대,120739
대전광역시,2024,2,남,60대 이상,163940
대전광역시,2024,2,여,전체,674290
대전광역시,2024,2,여,10대,66660
대전광역시,2024,2,여,20대,94322
대전광역시,2024,2,여,30대,88031
대전광역시,2024,2,여,40대,109159
대전광역시,2024,2,여,50대,121954
대전광역시,2024,2,여,60대 이상,194164
대전광역시,2024,3,전체,전체,1341392
대전광역시,2024,3,전체,10대,137204
대전광역시,2024,3,전체,20대,197756
대전광역시,2024,3,전체,30대,187254
대전광역시,2024,3,전체,40대,216999
대전광역시,2024,3,전체,50대,242570
대전광역시,2024,3,전체,60대 이상,359609
대전광역시,2024,3,남,전체,666695
대전광역시,2024,3,남,10대,70608
대전광역시,2024,3,남,20대,103430
대전광역시,2024,3,남,30대,99075
대전광역시,2024,3,남,40대,108287
대전광역시,2024,3,남,50대,120630
대전광역시,2024,3,남,60대 이상,164665
대전광역시,2024,3,여,전체,674697
대전광역시,2024,3,여,10대,66596
대전광역시,2024,3,여,20대,94326
대전광역시,2024,3,여,30대,88179
대전광역시,2024,3,여,40대,108712
대전광역시,2024,3,여,50대,121940
대전광역시,2024,3,여,60대 이상,194944
대전광역시,2024,4,전체,전체,1341504
대전광역시,2024,4,전체,10대,136975
대전광역시,2024,4,전체,20대,197299
대전광역시,2024,4,전체,30대,187625
대전광역시,2024,4,전체,40대,216074
대전광역시,2024,4,전체,50대,242903
대전광역시,2024,4,전체,60대 이상,360628
대전광역시,2024,4,남,전체,666859
대전광역시,2024,4,남,10대,70530
대전광역시,2024,4,남,20대,103212
대전광역시,2024,4,남,30대,99321
대전광역시,2024,4,남,40대,107827
대전광역시,2024,4,남,50대,120800
대전광역시,2024,4,남,60대 이상,165169
대전광역시,2024,4,여,전체,674645
대전광역시,2024,4,여,10대,66445
대전광역시,2024,4,여,20대,94087
대전광역시,2024,4,여,30대,88304
대전광역시,2024,4,여,40대,108247
대전광역시,2024,4,여,50대,122103
대전광역시,2024,4,여,60대 이상,195459
대전광역시,2024,5,전체,전체,1341766
대전광역시,2024,5,전체,10대,136824
대전광역시,2024,5,전체,20대,196732
대전광역시,2024,5,전체,30대,188079
대전광역시,2024,5,전체,40대,215407
대전광역시,2024,5,전체,50대,243058
대전광역시,2024,5,전체,60대 이상,361666
대전광역시,2024,5,남,전체,667012
대전광역시,2024,5,남,10대,70487
대전광역시,2024,5,남,20대,102873
대전광역시,2024,5,남,30대,99596
대전광역시,2024,5,남,40대,107530
대전광역시,2024,5,남,50대,120903
대전광역시,2024,5,남,60대 이상,165623
대전광역시,2024,5,여,전체,674754
대전광역시,2024,5,여,10대,66337
대전광역시,2024,5,여,20대,93859
대전광역시,2024,5,여,30대,88483
대전광역시,2024,5,여,40대,107877
대전광역시,2024,5,여,50대,122155
대전광역시,2024,5,여,60대 이상,196043
대전광역시,2024,6,전체,전체,1341625
대전광역시,2024,6,전체,10대,136536
대전광역시,2024,6,전체,20대,196165
대전광역시,2024,6,전체,30대,188292
대전광역시,2024,6,전체,40대,215030
대전광역시,2024,6,전체,50대,243148
대전광역시,2024,6,전체,60대 이상,362454
대전광역시,2024,6,남,전체,666830
대전광역시,2024,6,남,10대,70346
대전광역시,2024,6,남,20대,102501
대전광역시,2024,6,남,30대,99695
대전광역시,2024,6,남,40대,107350
대전광역시,2024,6,남,50대,120944
대전광역시,2024,6,남,60대 이상,165994
대전광역시,2024,6,여,전체,674795
대전광역시,2024,6,여,10대,66190
대전광역시,2024,6,여,20대,93664
대전광역시,2024,6,여,30대,88597
대전광역시,2024,6,여,40대,107680
대전광역시,2024,6,여,50대,122204
대전광역시,2024,6,여,60대 이상,196460
울산광역시,2024,1,전체,전체,1021569
울산광역시,2024,1,전체,10대,109434
울산광역시,2024,1,전체,20대,121970
울산광역시,2024,1,전체,30대,136246
울산광역시,2024,1,전체,40대,176775
울산광역시,2024,1,전체,50대,204053
울산광역시,2024,1,전체,60대 이상,273091
울산광역시,2024,1,남,전체,524579
울산광역시,2024,1,남,10대,57045
울산광역시,2024,1,남,20대,69375
울산광역시,2024,1,남,30대,73963
울산광역시,2024,1,남,40대,90943
울산광역시,2024,1,남,50대,102299
울산광역시,2024,1,남,60대 이상,130954
울산광역시,2024,1,여,전체,496990
울산광역시,2024,1,여,10대,52389
울산광역시,2024,1,여,20대,52595
울산광역시,2024,1,여,30대,62283
울산광역시,2024,1,여,40대,85832
울산광역시,2024,1,여,50대,101754
울산광역시,2024,1,여,60대 이상,142137
울산광역시,2024,2,전체,전체,1021018
울산광역시,2024,2,전체,10대,109102
울산광역시,2024,2,전체,20대,121275
울산광역시,2024,2,전체,30대,135634
울산광역시,2024,2,전체,40대,176728
울산광역시,2024,2,전체,50대,204046
울산광역시,2024,2,전체,60대 이상,274233
울산광역시,2024,2,남,전체,524474
울산광역시,2024,2,남,10대,56910
울산광역시,2024,2,남,20대,69078
울산광역시,2024,2,남,30대,73693
울산광역시,2024,2,남,40대,91011
울산광역시,2024,2,남,50대,102254
울산광역시,2024,2,남,60대 이상,131528
울산광역시,2024,2,여,전체,496544
울산광역시,2024,2,여,10대,52192
울산광역시,2024,2,여,20대,52197
울산광역시,2024,2,여,30대,61941
울산광역시,2024,2,여,40대,85717
울산광역시,2024,2,여,50대,101792
울산광역시,2024,2,여,60대 이상,142705
울산광역시,2024,3,전체,전체,1020762
울산광역시,2024,3,전체,10대,108841
울산광역시,2024,3,전체,20대,120646
울산광역시,2024,3,전체,30대,135770
울산광역시,2024,3,전체,40대,175998
울산광역시,2024,3,전체,50대,203761
울산광역시,2024,3,전체,60대 이상,275746
울산광역시,2024,3,남,전체,524534
울산광역시,2024,3,남,10대,56803
울산광역시,2024,3,남,20대,68789
울산광역시,2024,3,남,30대,73877
울산광역시,2024,3,남,40대,90645
울산광역시,2024,3,남,50대,102072
울산광역시,2024,3,남,60대 이상,132348
울산광역시,2024,3,여,전체,496228
울산광역시,2024,3,여,10대,52038
울산광역시,2024,3,여,20대,51857
울산광역시,2024,3,여,30대,61893
울산광역시,2024,3,여,40대,85353
울산광역시,2024,3,여,50대,101689
울산광역시,2024,3,여,60대 이상,143398
울산광역시,2024,4,전체,전체,1021081
울산광역시,2024,4,전체,10대,108992
울산광역시,2024,4,전체,20대,120301
울산광역시,2024,4,전체,30대,135881
울산광역시,2024,4,전체,40대,175368
울산광역시,2024,4,전체,50대,203631
울산광역시,2024,4,전체,60대 이상,276908
울산광역시,2024,4,남,전체,524750
울산광역시,2024,4,남,10대,56870
울산광역시,2024,4,남,20대,68643
울산광역시,2024,4,남,30대,73998
울산광역시,2024,4,남,40대,90329
울산광역시,2024,4,남,50대,101969
울산광역시,2024,4,남,60대 이상,132941
울산광역시,2024,4,여,전체,496331
울산광역시,2024,4,여,10대,52122
울산광역시,2024,4,여,20대,51658
울산광역시,2024,4,여,30대,61883
울산광역시,2024,4,여,40대,85039
울산광역시,2024,4,여,50대,101662
울산광역시,2024,4,여,60대 이상,143967
울산광역시,2024,5,전체,전체,1021115
울산광역시,2024,5,전체,10대,109027
울산광역시,2024,5,전체,20대,119747
울산광역시,2024,5,전체,30대,136023
울산광역시,2024,5,전체,40대,174990
울산광역시,2024,5,전체,50대,203339
울산광역시,2024,5,전체,60대 이상,277989
울산광역시,2024,5,남,전체,524805
울산광역시,2024,5,남,10대,56854
울산광역시,2024,5,남,20대,68309
울산광역시,2024,5,남,30대,74168
울산광역시,2024,5,남,40대,90182
울산광역시,2024,5,남,50대,101807
울산광역시,2024,5,남,60대 이상,133485
울산광역시,2024,5,여,전체,496310
울산광역시,2024,5,여,10대,52173
울산광역시,2024,5,여,20대,51438
울산광역시,2024,5,여,30대,61855
울산광역시,2024,5,여,40대,84808
울산광역시,2024,5,여,50대,101532
울산광역시,2024,5,여,60대 이상,144504
울산광역시,2024,6,전체,전체,1021277
울산광역시,2024,6,전체,10대,109023
울산광역시,2024,6,전체,20대,119264
울산광역시,2024,6,전체,30대,136146
울산광역시,2024,6,전체,40대,174637
울산광역시,2024,6,전체,50대,203325
울산광역시,2024,6,전체,60대 이상,278882
울산광역시,2024,6,남,전체,524920
울산광역시,2024,6,남,10대,56842
울산광역시,2024,6,남,20대,68082
울산광역시,2024,6,남,30대,74280
울산광역시,2024,6,남,40대,89996
울산광역시,2024,6,남,50대,101817
울산광역시,2024,6,남,60대 이상,133903
울산광역시,2024,6,여,전체,496357
울산광역시,2024,6,여,10대,52181
울산광역시,2024,6,여,20대,51182
울산광역시,2024,6,여,30대,61866
울산광역시,2024,6,여,40대,84641
울산광역시,2024,6,여,50대,101508
울산광역시,2024,6,여,60대 이상,144979
세종특별자치시,2024,1,전체,전체,342741
세종특별자치시,2024,1,전체,10대,50806
세종특별자치시,2024,1,전체,20대,37574
세종특별자치시,2024,1,전체,30대,59102
세종특별자치시,2024,1,전체,40대,77041
세종특별자치시,2024,1,전체,50대,54638
세종특별자치시,2024,1,전체,60대 이상,63580
세종특별자치시,2024,1,남,전체,170200
세종특별자치시,2024,1,남,10대,25635
세종특별자치시,2024,1,남,20대,19074
세종특별자치시,2024,1,남,30대,29103
세종특별자치시,2024,1,남,40대,38124
세종특별자치시,2024,1,남,50대,28586
세종특별자치시,2024,1,남,60대 이상,29678
세종특별자치시,2024,1,여,전체,172541
세종특별자치시,2024,1,여,10대,25171
세종특별자치시,2024,1,여,20대,18500
세종특별자치시,2024,1,여,30대,29999
세종특별자치시,2024,1,여,40대,38917
세종특별자치시,2024,1,여,50대,26052
세종특별자치시,2024,1,여,60대 이상,33902
세종특별자치시,2024,2,전체,전체,343190
세종특별자치시,2024,2,전체,10대,50931
세종특별자치시,2024,2,전체,20대,37379
세종특별자치시,2024,2,전체,30대,58770
세종특별자치시,2024,2,전체,40대,77305
세종특별자치시,2024,2,전체,50대,54892
세종특별자치시,2024,2,전체,60대 이상,63913
세종특별자치시,2024,2,남,전체,170394
세종특별자치시,2024,2,남,10대,25670
세종특별자치시,2024,2,남,20대,18961
세종특별자치시,2024,2,남,30대,29009
세종특별자치시,2024,2,남,40대,38192
세종특별자치시,2024,2,남,50대,28696
세종특별자치시,2024,2,남,60대 이상,29866
세종특별자치시,2024,2,여,전체,172796
세종특별자치시,2024,2,여,10대,25261
세종특별자치시,2024,2,여,20대,18418
세종특별자치시,2024,2,여,30대,29761
세종특별자치시,2024,2,여,40대,39113
세종특별자치시,2024,2,여,50대,26196
세종특별자치시,2024,2,여,60대 이상,34047
세종특별자치시,2024,3,전체,전체,343608
세종특별자치시,2024,3,전체,10대,50966
세종특별자치시,2024,3,전체,20대,37267
세종특별자치시,2024,3,전체,30대,58926
세종특별자치시,2024,3,전체,40대,77171
세종특별자치시,2024,3,전체,50대,55096
세종특별자치시,2024,3,전체,60대 이상,64182
세종특별자치시,2024,3,남,전체,170576
세종특별자치시,2024,3,남,10대,25711
세종특별자치시,2024,3,남,20대,18908
세종특별자치시,2024,3,남,30대,29099
세종특별자치시,2024,3,남,40대,38113
세종특별자치시,2024,3,남,50대,28762
세종특별자치시,2024,3,남,60대 이상,29983
세종특별자치시,2024,3,여,전체,173032
세종특별자치시,2024,3,여,10대,25255
세종특별자치시,2024,3,여,20대,18359
세종특별자치시,2024,3,여,30대,29827
세종특별자치시,2024,3,여,40대,39058
세종특별자치시,2024,3,여,50대,26334
세종특별자치시,2024,3,여,60대 이상,34199
세종특별자치시,2024,4,전체,전체,344144
세종특별자치시,2024,4,전체,10대,51111
세종특별자치시,2024,4,전체,20대,37316
세종특별자치시,2024,4,전체,30대,58922
세종특별자치시,2024,4,전체,40대,77038
세종특별자치시,2024,4,전체,50대,55366
세종특별자치시,2024,4,전체,60대 이상,64391
세종특별자치시,2024,4,남,전체,170893
세종특별자치시,2024,4,남,10대,25812
세종특별자치시,2024,4,남,20대,18946
세종특별자치시,2024,4,남,30대,29080
세종특별자치시,2024,4,남,40대,38048
세종특별자치시,2024,4,남,50대,28917
세종특별자치시,2024,4,남,60대 이상,30090
세종특별자치시,2024,4,여,전체,173251
세종특별자치시,2024,4,여,10대,25299
세종특별자치시,2024,4,여,20대,18370
세종특별자치시,2024,4,여,30대,29842
세종특별자치시,2024,4,여,40대,38990
세종특별자치시,2024,4,여,50대,26449
세종특별자치시,2024,4,여,60대 이상,34301
세종특별자치시,2024,5,전체,전체,344424
세종특별자치시,2024,5,전체,10대,51231
세종특별자치시,2024,5,전체,20대,37150
세종특별자치시,2024,5,전체,30대,58979
세종특별자치시,2024,5,전체,40대,76902
세종특별자치시,2024,5,전체,50대,55565
세종특별자치시,2024,5,전체,60대 이상,64597
세종특별자치시,2024,5,남,전체,170939
세종특별자치시,2024,5,남,10대,25854
세종특별자치시,2024,5,남,20대,18847
세종특별자치시,2024,5,남,30대,29102
세종특별자치시,2024,5,남,40대,37897
세종특별자치시,2024,5,남,50대,29048
세종특별자치시,2024,5,남,60대 이상,30191
세종특별자치시,2024,5,여,전체,173485
세종특별자치시,2024,5,여,10대,25377
세종특별자치시,2024,5,여,20대,18303
세종특별자치시,2024,5,여,30대,29877
세종특별자치시,2024,5,여,40대,39005
세종특별자치시,2024,5,여,50대,26517
세종특별자치시,2024,5,여,60대 이상,34406
세종특별자치시,2024,6,전체,전체,344781
세종특별자치시,2024,6,전체,10대,51338
세종특별자치시,2024,6,전체,20대,37106
세종특별자치시,2024,6,전체,30대,58992
세종특별자치시,2024,6,전체,40대,76901
세종특별자치시,2024,6,전체,50대,55682
세종특별자치시,2024,6,전체,60대 이상,64762
세종특별자치시,2024,6,남,전체,171129
세종특별자치시,2024,6,남,10대,25911
세종특별자치시,2024,6,남,20대,18843
세종특별자치시,2024,6,남,30대,29100
세종특별자치시,2024,6,남,40대,37899
세종특별자치시,2024,6,남,50대,29100
세종특별자치시,2024,6,남,60대 이상,30276
세종특별자치시,2024,6,여,전체,173652
세종특별자치시,2024,6,여,10대,25427
세종특별자치시,2024,6,여,20대,18263
세종특별자치시,2024,6,여,30대,29892
세종특별자치시,2024,6,여,40대,39002
세종특별자치시,2024,6,여,50대,26582
세종특별자치시,2024,6,여,60대 이상,34486
경기도,2024,1,전체,전체,12587757
경기도,2024,1,전체,10대,1318048
경기도,2024,1,전체,20대,1672678
경기도,2024,1,전체,30대,1869423
경기도,2024,1,전체,40대,2240449
경기도,2024,1,전체,50대,2324606
경기도,2024,1,전체,60대 이상,3162553
경기도,2024,1,남,전체,6318750
경기도,2024,1,남,10대,674445
경기도,2024,1,남,20대,879958
경기도,2024,1,남,30대,974639
경기도,2024,1,남,40대,1141157
경기도,2024,1,남,50대,1170198
경기도,2024,1,남,60대 이상,1478353
경기도,2024,1,여,전체,6269007
경기도,2024,1,여,10대,643603
경기도,2024,1,여,20대,792720
경기도,2024,1,여,30대,894784
경기도,2024,1,여,40대,1099292
경기도,2024,1,여,50대,1154408
경기도,2024,1,여,60대 이상,1684200
경기도,2024,2,전체,전체,12596731
경기도,2024,2,전체,10대,1317051
경기도,2024,2,전체,20대,1667069
경기도,2024,2,전체,30대,1865307
경기도,2024,2,전체,40대,2241233
경기도,2024,2,전체,50대,2327779
경기도,2024,2,전체,60대 이상,3178292
경기도,2024,2,남,전체,6323060
경기도,2024,2,남,10대,673988
경기도,2024,2,남,20대,876659
경기도,2024,2,남,30대,972729
경기도,2024,2,남,40대,1142127
경기도,2024,2,남,50대,1171364
경기도,2024,2,남,60대 이상,1486193
경기도,2024,2,여,전체,6273671
경기도,2024,2,여,10대,643063
경기도,2024,2,여,20대,790410
경기도,2024,2,여,30대,892578
경기도,2024,2,여,40대,1099106
경기도,2024,2,여,50대,1156415
경기도,2024,2,여,60대 이상,1692099
경기도,2024,3,전체,전체,12604726
경기도,2024,3,전체,10대,1314890
경기도,2024,3,전체,20대,1662277
경기도,2024,3,전체,30대,1870354
경기도,2024,3,전체,40대,2233935
경기도,2024,3,전체,50대,2328730
경기도,2024,3,전체,60대 이상,3194540
경기도,2024,3,남,전체,6326803
경기도,2024,3,남,10대,673008
경기도,2024,3,남,20대,873994
경기도,2024,3,남,30대,975680
경기도,2024,3,남,40대,1138596
경기도,2024,3,남,50대,1171617
경기도,2024,3,남,60대 이상,1493908
경기도,2024,3,여,전체,6277923
경기도,2024,3,여,10대,641882
경기도,2024,3,여,20대,788283
경기도,2024,3,여,30대,894674
경기도,2024,3,여,40대,1095339
경기도,2024,3,여,50대,1157113
경기도,2024,3,여,60대 이상,1700632
경기도,2024,4,전체,전체,12614777
경기도,2024,4,전체,10대,1315308
경기도,2024,4,전체,20대,1657029
경기도,2024,4,전체,30대,1874971
경기도,2024,4,전체,40대,2227034
경기도,2024,4,전체,50대,2333201
경기도,2024,4,전체,60대 이상,3207234
경기도,2024,4,남,전체,6331483
경기도,2024,4,남,10대,673215
경기도,2024,4,남,20대,870975
경기도,2024,4,남,30대,978328
경기도,2024,4,남,40대,1135001
경기도,2024,4,남,50대,1173934
경기도,2024,4,남,60대 이상,1500030
경기도,2024,4,여,전체,6283294
경기도,2024,4,여,10대,642093
경기도,2024,4,여,20대,786054
경기도,2024,4,여,30대,896643
경기도,2024,4,여,40대,1092033
경기도,2024,4,여,50대,1159267
경기도,2024,4,여,60대 이상,1707204
경기도,2024,5,전체,전체,12625205
경기도,2024,5,전체,10대,1316079
경기도,2024,5,전체,20대,1651888
경기도,2024,5,전체,30대,1879537
경기도,2024,5,전체,40대,2222606
경기도,2024,5,전체,50대,2335268
경기도,2024,5,전체,60대 이상,3219827
경기도,2024,5,남,전체,6336261
경기도,2024,5,남,10대,673486
경기도,2024,5,남,20대,868031
경기도,2024,5,남,30대,980869
경기도,2024,5,남,40대,1132908
경기도,2024,5,남,50대,1174830
경기도,2024,5,남,60대 이상,1506137
