Publisher,Category,Title,Sales,Year,Month,Age,Date
흐름출판,인문,도파민네이션,21,2023,10,30대,2023-10-01
모모,소설,바다가 들리는 편의점,23,2023,10,30대,2023-10-01
김영사,사회과학 / 역사,총 균 쇠,21,2023,10,30대,2023-10-01
인플루엔셜,자기계발,한석준의 말하기 수업,21,2023,10,30대,2023-10-01
유노북스,인문,마흔에 읽는 쇼펜하우어,21,2023,10,30대,2023-10-01
카시오페아,가정과 생활,66일 자존감 대화법,22,2023,10,30대,2023-10-01
비즈니스북스,자기계발,원씽(The One Thing)(리커버 특별판),20,2023,10,30대,2023-10-01
히읏,시/에세이,좋은 일이 오려고 그러나 보다,21,2023,10,30대,2023-10-01
위즈덤하우스,가정과 생활,최민준의 아들코칭 백과,20,2023,10,30대,2023-10-01
피카주니어(FIKA JUNIOR),유아동,나뭇잎을 찾으면,19,2023,10,30대,2023-10-01
길벗,경제경영,달러 투자 무작정 따라하기,19,2023,10,30대,2023-10-01
민음사,소설,멜랑콜리아 1-2,19,2023,10,30대,2023-10-01
알에이치코리아,경제경영,올웨더 투자법,19,2023,10,30대,2023-10-01
상상스퀘어,자기계발,퓨처 셀프,433,2023,10,40대,2023-10-01
미래의창,경제경영,트렌드 코리아 2024,331,2023,10,40대,2023-10-01
문학동네,소설,도시와 그 불확실한 벽,245,2023,10,40대,2023-10-01
메이븐,인문,생각이 너무 많은 어른들을 위한 심리학(20만 부 기념 리커버 에디션),217,2023,10,40대,2023-10-01
교보문고,경제경영,시대예보: 핵개인의 시대,177,2023,10,40대,2023-10-01
데이원,자기계발,세이노의 가르침,196,2023,10,40대,2023-10-01
빅피시,사회과학 / 역사,요즘 어른을 위한 최소한의 세계사,118,2023,10,40대,2023-10-01
왕의서재,사회과학 / 역사,역사는 반복된다,116,2023,10,40대,2023-10-01
어크로스,인문,도둑맞은 집중력(아이스 에디션),90,2023,10,40대,2023-10-01
미래엔아이세움,유아동,흔한남매 14,87,2023,10,40대,2023-10-01
웅진지식하우스,자기계발,역행자(확장판),87,2023,10,40대,2023-10-01
사이몬북스,가정과 생활,완전배출,78,2023,10,40대,2023-10-01
다산북스,사회과학 / 역사,디케의 눈물(리스타트 에디션),69,2023,10,40대,2023-10-01
문학동네,소설,아침 그리고 저녁,68,2023,10,40대,2023-10-01
참새책방,시/에세이,오늘도 나아가는 중입니다(겨울 에디션),66,2023,10,40대,2023-10-01
바이북스,가정과 생활,건강과 다이어트를 동시에 잡는 7대 3의 법칙 채소·과일식(10만 부 기념 스페셜 에디션),59,2023,10,40대,2023-10-01
돌베개,인문,문과 남자의 과학 공부,60,2023,10,40대,2023-10-01
유노북스,인문,마흔에 읽는 쇼펜하우어(200쇄 기념 확장판),57,2023,10,40대,2023-10-01
크레타,시/에세이,승리의 함성을 다 같이 외쳐라(LG트윈스 2023 통합우승 별책부록 에디션),55,2023,10,40대,2023-10-01
길벗,경제경영,달러 투자 무작정 따라하기,50,2023,10,40대,2023-10-01
아울북,유아동,마법천자문 60: 마음과 힘을 한곳으로! 단결(특별판),53,2023,10,40대,2023-10-01
반니,경제경영,세계지도를 펼치면 돈의 흐름이 보인다,45,2023,10,40대,2023-10-01
다산라이프,가정과 생활,무너진 자세를 바로 세우는 기적의 자세요정,45,2023,10,40대,2023-10-01
모모,소설,바다가 들리는 편의점,44,2023,10,40대,2023-10-01
단꿈아이,유아동,설민석의 한국사 대모험 26,43,2023,10,40대,2023-10-01
북모먼트,경제경영,머니 트렌드 2024,46,2023,10,40대,2023-10-01
프런트페이지,사회과학 / 역사,5천 년 역사가 단숨에 이해되는 최소한의 한국사,42,2023,10,40대,2023-10-01
21세기북스,경제경영,일론 머스크,42,2023,10,40대,2023-10-01
스노우폭스북스,경제경영,돈의 속성(300쇄 리커버에디션),40,2023,10,40대,2023-10-01
아울북,유아동,물리박사 김상욱의 수상한 연구실 1 빛: 루그의 습격,40,2023,10,40대,2023-10-01
바다출판사,자연과 과학,침팬지 폴리틱스(리커버:K),39,2023,10,40대,2023-10-01
김영사,시/에세이,나만 그런 게 아니었어,38,2023,10,40대,2023-10-01
포레스트북스,소설,달의 아이,37,2023,10,40대,2023-10-01
사계절,유아동,백두에서 한라까지 우리나라 지도 여행,176,2023,10,40대,2023-10-01
흐름출판,인문,도파민네이션(리미티드 에디션),41,2023,10,40대,2023-10-01
웅진지식하우스,자기계발,더 마인드,37,2023,10,40대,2023-10-01
김영사,사회과학 / 역사,총 균 쇠,35,2023,10,40대,2023-10-01
서삼독,자기계발,멘탈을 회복하는 연습,35,2023,10,40대,2023-10-01
모모,소설,세상의 마지막 기차역(리커버 에디션),35,2023,10,40대,2023-10-01
나무옆의자,소설,불편한 편의점 2(단풍 에디션),34,2023,10,40대,2023-10-01
인플루엔셜,자기계발,한석준의 말하기 수업,36,2023,10,40대,2023-10-01
시간여행티비주식회사,경제경영,시간여행TV의 주식투자 전략,32,2023,10,40대,2023-10-01
인플루엔셜,인문,내면소통,32,2023,10,40대,2023-10-01
스노우폭스북스,경제경영,사장학개론,33,2023,10,40대,2023-10-01
상상스퀘어,자기계발,퓨처 셀프,347,2023,10,50대,2023-10-01
미래의창,경제경영,트렌드 코리아 2024,225,2023,10,50대,2023-10-01
문학동네,소설,도시와 그 불확실한 벽,150,2023,10,50대,2023-10-01
메이븐,인문,생각이 너무 많은 어른들을 위한 심리학(20만 부 기념 리커버 에디션),129,2023,10,50대,2023-10-01
교보문고,경제경영,시대예보: 핵개인의 시대,123,2023,10,50대,2023-10-01
데이원,자기계발,세이노의 가르침,119,2023,10,50대,2023-10-01
다산북스,사회과학 / 역사,디케의 눈물(리스타트 에디션),89,2023,10,50대,2023-10-01
왕의서재,사회과학 / 역사,역사는 반복된다,86,2023,10,50대,2023-10-01
빅피시,사회과학 / 역사,요즘 어른을 위한 최소한의 세계사,82,2023,10,50대,2023-10-01
참새책방,시/에세이,오늘도 나아가는 중입니다(겨울 에디션),67,2023,10,50대,2023-10-01
문학동네,소설,아침 그리고 저녁,62,2023,10,50대,2023-10-01
웅진지식하우스,자기계발,역행자(확장판),65,2023,10,50대,2023-10-01
사이몬북스,가정과 생활,완전배출,60,2023,10,50대,2023-10-01
돌베개,인문,문과 남자의 과학 공부,51,2023,10,50대,2023-10-01
어크로스,인문,도둑맞은 집중력(아이스 에디션),45,2023,10,50대,2023-10-01
바이북스,가정과 생활,건강과 다이어트를 동시에 잡는 7대 3의 법칙 채소·과일식(10만 부 기념 스페셜 에디션),44,2023,10,50대,2023-10-01
반니,경제경영,세계지도를 펼치면 돈의 흐름이 보인다,41,2023,10,50대,2023-10-01
스노우폭스북스,경제경영,돈의 속성(300쇄 리커버에디션),34,2023,10,50대,2023-10-01
피카(FIKA),인문,모든 삶은 흐른다,30,2023,10,50대,2023-10-01
지우출판,사회과학 / 역사,죄와 벌,31,2023,10,50대,2023-10-01
길벗,경제경영,달러 투자 무작정 따라하기,28,2023,10,50대,2023-10-01
시월,사회과학 / 역사,송영길의 선전포고,28,2023,10,50대,2023-10-01
프런트페이지,사회과학 / 역사,5천 년 역사가 단숨에 이해되는 최소한의 한국사,33,2023,10,50대,2023-10-01
북모먼트,경제경영,머니 트렌드 2024,27,2023,10,50대,2023-10-01
한스미디어,예술/대중문화/취미,"진심을 노래하는 트바로티, 김호중의 음악세계",32,2023,10,50대,2023-10-01
다산라이프,가정과 생활,무너진 자세를 바로 세우는 기적의 자세요정,25,2023,10,50대,2023-10-01
인플루엔셜,인문,내면소통,26,2023,10,50대,2023-10-01
마이디어북스,시/에세이,마시지 않을 수 없는 밤이니까요,24,2023,10,50대,2023-10-01
이레미디어,경제경영,볼린저 밴드 투자기법,23,2023,10,50대,2023-10-01
인플루엔셜,자기계발,한석준의 말하기 수업,23,2023,10,50대,2023-10-01
김영사,사회과학 / 역사,총 균 쇠,22,2023,10,50대,2023-10-01
민음사,소설,멜랑콜리아 1-2,22,2023,10,50대,2023-10-01
바다출판사,자연과 과학,침팬지 폴리틱스(리커버:K),21,2023,10,50대,2023-10-01
블랙피쉬,예술/대중문화/취미,방구석 미술관(40만 부 기념 특별판),22,2023,10,50대,2023-10-01
창비,소설,아버지의 해방일지,23,2023,10,50대,2023-10-01
은행나무,인문,어른을 키우는 어른을 위한 심리학,21,2023,10,50대,2023-10-01
을유문화사,자연과 과학,이기적 유전자,21,2023,10,50대,2023-10-01
흐름출판,인문,도파민네이션(리미티드 에디션),20,2023,10,50대,2023-10-01
유노북스,인문,오십에 읽는 논어,19,2023,10,50대,2023-10-01
모모,소설,바다가 들리는 편의점,19,2023,10,50대,2023-10-01
비즈니스북스,자기계발,원씽(The One Thing)(60만 부 기념 스페셜 에디션),18,2023,10,50대,2023-10-01
상상스퀘어,자기계발,퓨처 셀프,81,2023,10,60대,2023-10-01
한스미디어,예술/대중문화/취미,"진심을 노래하는 트바로티, 김호중의 음악세계",55,2023,10,60대,2023-10-01
문학동네,소설,아침 그리고 저녁,36,2023,10,60대,2023-10-01
미래의창,경제경영,트렌드 코리아 2024,38,2023,10,60대,2023-10-01
다산북스,사회과학 / 역사,디케의 눈물,27,2023,10,60대,2023-10-01
문학동네,소설,도시와 그 불확실한 벽,25,2023,10,60대,2023-10-01
지우출판,사회과학 / 역사,죄와 벌,23,2023,10,60대,2023-10-01
메이븐,인문,생각이 너무 많은 어른들을 위한 심리학(10만 부 기념 스페셜 에디션),22,2023,10,60대,2023-10-01
데이원,자기계발,세이노의 가르침,23,2023,10,60대,2023-10-01
여백,소설,칼을 품고 슬퍼하다,58,2023,10,60대,2023-10-01
해냄출판사,소설,죽어나간 시간을 위한 애도,16,2023,10,60대,2023-10-01
사이몬북스,가정과 생활,완전배출,15,2023,10,60대,2023-10-01
교보문고,경제경영,시대예보: 핵개인의 시대(10만 부 기념 스페셜 에디션),15,2023,10,60대,2023-10-01
길벗,경제경영,달러 투자 무작정 따라하기,14,2023,10,60대,2023-10-01
참새책방,시/에세이,오늘도 나아가는 중입니다(겨울 에디션),14,2023,10,60대,2023-10-01
돌베개,인문,문과 남자의 과학 공부,13,2023,10,60대,2023-10-01
피카(FIKA),인문,모든 삶은 흐른다(특별판 트레싱지 에디션),12,2023,10,60대,2023-10-01
빅피시,사회과학 / 역사,요즘 어른을 위한 최소한의 세계사,14,2023,10,60대,2023-10-01
왕의서재,사회과학 / 역사,역사는 반복된다,12,2023,10,60대,2023-10-01
새움,소설,3부작,10,2023,10,60대,2023-10-01
EBS BOOKS,인문,강신주의 장자수업 1,10,2023,10,60대,2023-10-01
바이북스,가정과 생활,건강과 다이어트를 동시에 잡는 7대 3의 법칙 채소·과일식,9,2023,10,60대,2023-10-01
반니,경제경영,세계지도를 펼치면 돈의 흐름이 보인다,9,2023,10,60대,2023-10-01
새움,소설,보트하우스,9,2023,10,60대,2023-10-01
더퀘스트,인문,당신도 느리게 나이 들 수 있습니다,8,2023,10,60대,2023-10-01
웅진지식하우스,자기계발,역행자(확장판),10,2023,10,60대,2023-10-01
이타북스,소설,푸틴을 죽이는 완벽한 방법,8,2023,10,60대,2023-10-01
은행나무,인문,어른을 키우는 어른을 위한 심리학,8,2023,10,60대,2023-10-01
시월,사회과학 / 역사,송영길의 선전포고,8,2023,10,60대,2023-10-01
열림원,시/에세이,이해인의 햇빛 일기,8,2023,10,60대,2023-10-01
시간여행티비주식회사,경제경영,시간여행TV의 주식투자 전략,8,2023,10,60대,2023-10-01
창비,사회과학 / 역사,MBC를 날리면,7,2023,10,60대,2023-10-01
비즈니스북스,자기계발,세상에서 가장 긴 행복 탐구 보고서,7,2023,10,60대,2023-10-01
바다출판사,자연과 과학,침팬지 폴리틱스,6,2023,10,60대,2023-10-01
어크로스,인문,도둑맞은 집중력,7,2023,10,60대,2023-10-01
경이로움,경제경영,더 플로,7,2023,10,60대,2023-10-01
넥서스BIZ,자기계발,네 안에 잠든 거인을 깨워라(30주년 기념판),6,2023,10,60대,2023-10-01
쌤앤파커스,경제경영,일본이 온다,6,2023,10,60대,2023-10-01
마이디어북스,시/에세이,마시지 않을 수 없는 밤이니까요,6,2023,10,60대,2023-10-01
글통,사회과학 / 역사,서해일기,6,2023,10,60대,2023-10-01
민음사,소설,멜랑콜리아 1-2,6,2023,10,60대,2023-10-01
다산라이프,가정과 생활,무너진 자세를 바로 세우는 기적의 자세요정,6,2023,10,60대,2023-10-01
사이언스북스,자연과 과학,코스모스,5,2023,10,60대,2023-10-01
북앤에듀,가정과 생활,잠든 당신의 뇌를 깨워라,5,2023,10,60대,2023-10-01
맑은글,경제경영,The Secrets of Economic Indicators 세계 경제지표의 비밀(The Secrets of Economic Indicators),5,2023,10,60대,2023-10-01
좋은땅,가정과 생활,경험으로 얻는 스본 스도,5,2023,10,60대,2023-10-01
문학동네,소설,김승옥문학상 수상작품집(2023),5,2023,10,60대,2023-10-01
양철북,청소년,그대들 어떻게 살 것인가,6,2023,11,10대,2023-11-01
모모,소설,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",5,2023,11,10대,2023-11-01
문학동네,소설,작별하지 않는다,5,2023,11,10대,2023-11-01
모모,소설,"어느 날, 내 죽음에 네가 들어왔다",5,2023,11,10대,2023-11-01
1458music,예술/대중문화/취미,일산오빠의 실용음악 기초이론 1,4,2023,11,10대,2023-11-01
은행나무,소설,구의 증명,4,2023,11,10대,2023-11-01
유노북스,인문,마흔에 읽는 쇼펜하우어,4,2023,11,10대,2023-11-01
민음사,소설,데미안,3,2023,11,10대,2023-11-01
민음사,소설,인간 실격,3,2023,11,10대,2023-11-01
나무옆의자,소설,불편한 편의점(교보문고 단독 겨울의 선물 에디션),3,2023,11,10대,2023-11-01
떠오름(RISE),경제경영,나는 장사의 신이다,3,2023,11,10대,2023-11-01
나무옆의자,소설,불편한 편의점 2(단풍 에디션),3,2023,11,10대,2023-11-01
데이원,자기계발,세이노의 가르침,3,2023,11,10대,2023-11-01
하이스트,시/에세이,한 번뿐인 인생은 어떻게 살아야 하는가,3,2023,11,10대,2023-11-01
김영사,사회과학 / 역사,총 균 쇠,3,2023,11,10대,2023-11-01
메이븐,인문,생각이 너무 많은 어른들을 위한 심리학(10만 부 기념 스페셜 에디션),3,2023,11,10대,2023-11-01
페이지2북스,인문,남에게 보여주려고 인생을 낭비하지 마라,3,2023,11,10대,2023-11-01
경춘사,예술/대중문화/취미,FASHION ILLUSTRATION FOR DESIGNERS,2,2023,11,10대,2023-11-01
쓰다,소설,모순,2,2023,11,10대,2023-11-01
SRMUSIC,예술/대중문화/취미,버클리 보컬의 정석,2,2023,11,10대,2023-11-01
음악세계,예술/대중문화/취미,뚱이네 음악아이 4,3,2023,11,10대,2023-11-01
음악세계,예술/대중문화/취미,뚱이네 음악아이 5,2,2023,11,10대,2023-11-01
문학동네,소설,쇼코의 미소,2,2023,11,10대,2023-11-01
문학동네,청소년,세계를 건너 너에게 갈게,2,2023,11,10대,2023-11-01
현대지성,자기계발,데일 카네기 인간관계론(무삭제 완역본),2,2023,11,10대,2023-11-01
비즈니스북스,자기계발,"울트라러닝, 세계 0.1%가 지식을 얻는 비밀",2,2023,11,10대,2023-11-01
수오서재,시/에세이,마음챙김의 시,2,2023,11,10대,2023-11-01
우리학교,청소년,죽이고 싶은 아이,2,2023,11,10대,2023-11-01
자이언트북스,소설,지구 끝의 온실,2,2023,11,10대,2023-11-01
곰출판,자연과 과학,물고기는 존재하지 않는다,2,2023,11,10대,2023-11-01
미래의창,경제경영,트렌드 코리아 2024,136,2023,11,20대,2023-11-01
위즈덤하우스,시/에세이,전지적 푸바오 시점,78,2023,11,20대,2023-11-01
유노북스,인문,마흔에 읽는 쇼펜하우어,65,2023,11,20대,2023-11-01
웅진지식하우스,자기계발,역행자(확장판),46,2023,11,20대,2023-11-01
상상스퀘어,자기계발,퓨처 셀프,46,2023,11,20대,2023-11-01
메이븐,인문,생각이 너무 많은 어른들을 위한 심리학(10만 부 기념 스페셜 에디션),40,2023,11,20대,2023-11-01
어크로스,인문,도둑맞은 집중력,34,2023,11,20대,2023-11-01
페이지2북스,인문,남에게 보여주려고 인생을 낭비하지 마라,34,2023,11,20대,2023-11-01
데이원,자기계발,세이노의 가르침,28,2023,11,20대,2023-11-01
웅진지식하우스,자기계발,더 마인드(10만부 기념 코멘터리 북),34,2023,11,20대,2023-11-01
문학동네,소설,도시와 그 불확실한 벽,37,2023,11,20대,2023-11-01
문학동네,소설,작별하지 않는다,29,2023,11,20대,2023-11-01
포레스트북스,인문,쇼펜하우어 아포리즘: 당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,21,2023,11,20대,2023-11-01
빅피시,사회과학 / 역사,요즘 어른을 위한 최소한의 세계사,21,2023,11,20대,2023-11-01
스노우폭스북스,경제경영,돈의 속성(300쇄 리커버에디션),18,2023,11,20대,2023-11-01
하이스트,시/에세이,한 번뿐인 인생은 어떻게 살아야 하는가,17,2023,11,20대,2023-11-01
피카(FIKA),자기계발,대화의 정석,17,2023,11,20대,2023-11-01
쓰다,소설,모순,16,2023,11,20대,2023-11-01
양철북,청소년,그대들 어떻게 살 것인가,16,2023,11,20대,2023-11-01
민음인,경제경영,부자 아빠 가난한 아빠 1(20주년 특별 기념판),15,2023,11,20대,2023-11-01
다산북스,경제경영,레버리지,15,2023,11,20대,2023-11-01
가나출판사,경제경영,EBS 다큐프라임 자본주의,14,2023,11,20대,2023-11-01
곰출판,자연과 과학,물고기는 존재하지 않는다,14,2023,11,20대,2023-11-01
교보문고,경제경영,시대예보: 핵개인의 시대(10만 부 기념 스페셜 에디션),14,2023,11,20대,2023-11-01
크레타,시/에세이,승리의 함성을 다 같이 외쳐라(LG트윈스 2023 통합우승 별책부록 에디션),13,2023,11,20대,2023-11-01
유노북스,인문,마흔에 읽는 쇼펜하우어,442,2023,11,30대,2023-11-01
미래의창,경제경영,트렌드 코리아 2024,290,2023,11,30대,2023-11-01
위즈덤하우스,시/에세이,전지적 푸바오 시점,157,2023,11,30대,2023-11-01
상상스퀘어,자기계발,퓨처 셀프,127,2023,11,30대,2023-11-01
메이븐,인문,생각이 너무 많은 어른들을 위한 심리학(10만 부 기념 스페셜 에디션),113,2023,11,30대,2023-11-01
페이지2북스,인문,남에게 보여주려고 인생을 낭비하지 마라,109,2023,11,30대,2023-11-01
웅진지식하우스,자기계발,더 마인드,103,2023,11,30대,2023-11-01
데이원,자기계발,세이노의 가르침,102,2023,11,30대,2023-11-01
문학동네,소설,도시와 그 불확실한 벽(하루키 기프트 에디션),105,2023,11,30대,2023-11-01
빅피시,사회과학 / 역사,요즘 어른을 위한 최소한의 세계사,85,2023,11,30대,2023-11-01
웅진지식하우스,자기계발,역행자(확장판),82,2023,11,30대,2023-11-01
모루,경제경영,손실 없는 투자 원칙,77,2023,11,30대,2023-11-01
위즈덤하우스,가정과 생활,최민준의 아들코칭 백과,68,2023,11,30대,2023-11-01
피카(FIKA),자기계발,대화의 정석,109,2023,11,30대,2023-11-01
다산북스,경제경영,레버리지,58,2023,11,30대,2023-11-01
유니책방,가정과 생활,삐뽀삐뽀 119 이유식(2023 최신개정판),54,2023,11,30대,2023-11-01
문학동네,소설,작별하지 않는다,56,2023,11,30대,2023-11-01
교보문고,경제경영,시대예보: 핵개인의 시대,50,2023,11,30대,2023-11-01
온더페이지,가정과 생활,한 끼 뚝딱! 맘 편한 토핑 이유식,49,2023,11,30대,2023-11-01
유니책방,가정과 생활,삐뽀삐뽀 119 소아과,48,2023,11,30대,2023-11-01
스노우폭스북스,경제경영,돈의 속성(300쇄 리커버에디션),49,2023,11,30대,2023-11-01
어크로스,인문,도둑맞은 집중력,48,2023,11,30대,2023-11-01
삼성출판사,가정과 생활,임신 출산 육아 대백과 최신개정판,49,2023,11,30대,2023-11-01
포레스트북스,인문,쇼펜하우어 아포리즘: 당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,42,2023,11,30대,2023-11-01
카시오페아,가정과 생활,민주쌤의 매일 놀이 일력 365,42,2023,11,30대,2023-11-01
금융보험연구소,경제경영,따뜻한 보험,200,2023,11,30대,2023-11-01
반니,자기계발,결국 해내는 사람들의 원칙,39,2023,11,30대,2023-11-01
토트,경제경영,부의 추월차선(10주년 스페셜 에디션),38,2023,11,30대,2023-11-01
한빛비즈,경제경영,원칙,55,2023,11,30대,2023-11-01
나무옆의자,소설,불편한 편의점(교보문고 단독 겨울의 선물 에디션),70,2023,11,30대,2023-11-01
토네이도,자기계발,타이탄의 도구들(블랙 에디션),37,2023,11,30대,2023-11-01
클레이하우스,자기계발,내가 엄마들 모임에 안 나가는 이유,35,2023,11,30대,2023-11-01
민음인,경제경영,부자 아빠 가난한 아빠 1(20주년 특별 기념판),34,2023,11,30대,2023-11-01
민음사,소설,참을 수 없는 존재의 가벼움,33,2023,11,30대,2023-11-01
하이스트,시/에세이,한 번뿐인 인생은 어떻게 살아야 하는가,33,2023,11,30대,2023-11-01
창비,유아동,고양이 해결사 깜냥 6: 하품이의 가족을 찾아라!,34,2023,11,30대,2023-11-01
다산북스,시/에세이,인생은 순간이다,33,2023,11,30대,2023-11-01
비즈니스북스,자기계발,"울트라러닝, 세계 0.1%가 지식을 얻는 비밀",32,2023,11,30대,2023-11-01
윌북,경제경영,마케팅 설계자,31,2023,11,30대,2023-11-01
비즈니스북스,자기계발,아주 작은 습관의 힘,29,2023,11,30대,2023-11-01
웅진지식하우스,자기계발,슈퍼노멀,28,2023,11,30대,2023-11-01
제이펍,컴퓨터/인터넷,진짜 쓰는 실무 엑셀,26,2023,11,30대,2023-11-01
북모먼트,경제경영,머니 트렌드 2024,26,2023,11,30대,2023-11-01
문학동네,소설,아침 그리고 저녁,25,2023,11,30대,2023-11-01
프런트페이지,사회과학 / 역사,최태성의 365 한국사 일력,26,2023,11,30대,2023-11-01
웅진리빙하우스,예술/대중문화/취미,김대리의 데일리 뜨개,25,2023,11,30대,2023-11-01
해냄출판사,소설,황금종이 1,26,2023,11,30대,2023-11-01
지식너머,가정과 생활,김수연의 아기 발달 백과,24,2023,11,30대,2023-11-01
유노북스,인문,마흔에 읽는 쇼펜하우어,1,2023,11,40대,2023-11-01
미래의창,경제경영,트렌드 코리아 2024,509,2023,11,40대,2023-11-01
상상스퀘어,자기계발,퓨처 셀프,288,2023,11,40대,2023-11-01
페이지2북스,인문,남에게 보여주려고 인생을 낭비하지 마라,211,2023,11,40대,2023-11-01
웅진지식하우스,자기계발,더 마인드(10만부 기념 코멘터리 북),178,2023,11,40대,2023-11-01
데이원,자기계발,세이노의 가르침,172,2023,11,40대,2023-11-01
문학동네,소설,도시와 그 불확실한 벽,146,2023,11,40대,2023-11-01
모루,경제경영,손실 없는 투자 원칙,145,2023,11,40대,2023-11-01
문학동네,소설,작별하지 않는다,144,2023,11,40대,2023-11-01
메이븐,인문,생각이 너무 많은 어른들을 위한 심리학(10만 부 기념 스페셜 에디션),151,2023,11,40대,2023-11-01
위즈덤하우스,시/에세이,전지적 푸바오 시점,131,2023,11,40대,2023-11-01
빅피시,사회과학 / 역사,요즘 어른을 위한 최소한의 세계사,133,2023,11,40대,2023-11-01
포레스트북스,인문,쇼펜하우어 아포리즘: 당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,104,2023,11,40대,2023-11-01
웅진지식하우스,자기계발,역행자(확장판),102,2023,11,40대,2023-11-01
역바연,사회과학 / 역사,황현필의 한국사 평생 일력,111,2023,11,40대,2023-11-01
해냄출판사,소설,황금종이 1,97,2023,11,40대,2023-11-01
교보문고,경제경영,시대예보: 핵개인의 시대(10만 부 기념 스페셜 에디션),96,2023,11,40대,2023-11-01
어크로스,인문,도둑맞은 집중력,79,2023,11,40대,2023-11-01
해냄출판사,소설,황금종이 2,79,2023,11,40대,2023-11-01
포레스트북스,가정과 생활,이은경쌤의 사자성어 속담 일력 365,80,2023,11,40대,2023-11-01
창비,유아동,고양이 해결사 깜냥 6: 하품이의 가족을 찾아라!,79,2023,11,40대,2023-11-01
유노북스,종교/역학,오십에 읽는 주역,75,2023,11,40대,2023-11-01
포레스트북스,자기계발,잘되는 집들의 비밀,78,2023,11,40대,2023-11-01
미래엔아이세움,유아동,흔한남매 14,63,2023,11,40대,2023-11-01
비즈니스북스,자기계발,"울트라러닝, 세계 0.1%가 지식을 얻는 비밀",64,2023,11,40대,2023-11-01
프런트페이지,사회과학 / 역사,5천 년 역사가 단숨에 이해되는 최소한의 한국사(10만 부 기념 청자 에디션),59,2023,11,40대,2023-11-01
다산북스,경제경영,레버리지,58,2023,11,40대,2023-11-01
피카(FIKA),자기계발,대화의 정석,58,2023,11,40대,2023-11-01
비룡소,유아동,해님 달님 떡집,58,2023,11,40대,2023-11-01
다산북스,시/에세이,인생은 순간이다,60,2023,11,40대,2023-11-01
나무옆의자,소설,불편한 편의점(교보문고 단독 겨울의 선물 에디션),55,2023,11,40대,2023-11-01
토트,경제경영,부의 추월차선(10주년 스페셜 에디션),54,2023,11,40대,2023-11-01
반니,자기계발,결국 해내는 사람들의 원칙,53,2023,11,40대,2023-11-01
왕의서재,사회과학 / 역사,역사는 반복된다,52,2023,11,40대,2023-11-01
미래엔아이세움,유아동,흔한남매의 흔한 호기심 10,50,2023,11,40대,2023-11-01
비즈니스북스,자기계발,아주 작은 습관의 힘,49,2023,11,40대,2023-11-01
사이몬북스,가정과 생활,완전배출,55,2023,11,40대,2023-11-01
프런트페이지,사회과학 / 역사,최태성의 365 한국사 일력,53,2023,11,40대,2023-11-01
나무옆의자,소설,불편한 편의점 2(단풍 에디션),49,2023,11,40대,2023-11-01
다산북스,사회과학 / 역사,디케의 눈물,48,2023,11,40대,2023-11-01
유노북스,인문,마흔에 읽는 쇼펜하우어,402,2023,11,50대,2023-11-01
상상스퀘어,자기계발,퓨처 셀프,253,2023,11,50대,2023-11-01
미래의창,경제경영,트렌드 코리아 2024,208,2023,11,50대,2023-11-01
문학동네,소설,작별하지 않는다,163,2023,11,50대,2023-11-01
페이지2북스,인문,남에게 보여주려고 인생을 낭비하지 마라,151,2023,11,50대,2023-11-01
모루,경제경영,손실 없는 투자 원칙,142,2023,11,50대,2023-11-01
메이븐,인문,생각이 너무 많은 어른들을 위한 심리학(10만 부 기념 스페셜 에디션),116,2023,11,50대,2023-11-01
해냄출판사,소설,황금종이 1,116,2023,11,50대,2023-11-01
데이원,자기계발,세이노의 가르침,124,2023,11,50대,2023-11-01
유노북스,종교/역학,오십에 읽는 주역,108,2023,11,50대,2023-11-01
문학동네,소설,도시와 그 불확실한 벽,101,2023,11,50대,2023-11-01
해냄출판사,소설,황금종이 2,100,2023,11,50대,2023-11-01
웅진지식하우스,자기계발,더 마인드(10만부 기념 코멘터리 북),101,2023,11,50대,2023-11-01
다산북스,사회과학 / 역사,디케의 눈물,72,2023,11,50대,2023-11-01
역바연,사회과학 / 역사,황현필의 한국사 평생 일력,76,2023,11,50대,2023-11-01
위즈덤하우스,시/에세이,전지적 푸바오 시점,69,2023,11,50대,2023-11-01
빅피시,사회과학 / 역사,요즘 어른을 위한 최소한의 세계사,61,2023,11,50대,2023-11-01
웅진지식하우스,자기계발,역행자(확장판),59,2023,11,50대,2023-11-01
사이몬북스,가정과 생활,완전배출,59,2023,11,50대,2023-11-01
교보문고,경제경영,시대예보: 핵개인의 시대(10만 부 기념 스페셜 에디션),61,2023,11,50대,2023-11-01
아마존의나비,시/에세이,꽃은 무죄다,84,2023,11,50대,2023-11-01
문학동네,소설,아침 그리고 저녁,56,2023,11,50대,2023-11-01
보리출판사,시/에세이,나 혼자 슬퍼하겠습니다,52,2023,11,50대,2023-11-01
왕의서재,사회과학 / 역사,역사는 반복된다,50,2023,11,50대,2023-11-01
EBS BOOKS,인문,강신주의 장자수업 1,45,2023,11,50대,2023-11-01
